ID,Date,FuelType,UnitSP,UnitNet,UnitCP,UnitProfit,QtySold,ValSold,Net,Profit
671,18.11.2016,Unleaded,129.9,105.6,96.9,8.7,6590,8560,6960,573.69
672,18.11.2016,Diesel,119.9,97.5,88.4,9.1,11976,14360,11675,1088.86
673,19.11.2016,Unleaded,129.9,105.6,96.9,8.7,5359,6960,5659,466.43
674,19.11.2016,Diesel,119.9,97.5,88.4,9.1,9720,11655,9476,883.83
675,20.11.2016,Unleaded,129.9,105.6,96.9,8.7,5751,7471,6074,500.73
676,20.11.2016,Diesel,119.9,97.5,88.4,9.1,10379,12445,10118,943.69
677,21.11.2016,Unleaded,129.9,105.6,96.9,8.7,4799,6233,5067,417.64
678,21.11.2016,Diesel,119.9,97.5,88.4,9.1,10210,12243,9953,928.39
679,22.11.2016,Unleaded,129.9,105.6,98.1,7.5,4938,6414,5214,371.99
680,22.11.2016,Diesel,119.1,96.9,89.8,7.0,10727,12780,10390,752.68
681,23.11.2016,Unleaded,129.9,105.6,98.1,7.5,5343,6940,5642,402.49
682,23.11.2016,Diesel,118.9,96.7,89.8,6.8,12750,15160,12325,870.73
683,24.11.2016,Unleaded,129.9,105.6,98.1,7.5,6444,8371,6806,485.63
684,24.11.2016,Diesel,118.9,96.7,89.8,6.8,12021,14293,11620,820.92
685,25.11.2016,Unleaded,129.9,105.6,98.1,7.5,6621,8600,6992,498.79
686,25.11.2016,Diesel,118.9,96.7,89.8,6.8,11564,13750,11179,789.76
687,26.11.2016,Unleaded,129.9,105.6,99.3,6.3,6009,7806,6346,379.48
688,26.11.2016,Diesel,118.9,96.7,91.4,5.3,9555,11361,9236,507.31
689,27.11.2016,Unleaded,129.9,105.6,99.3,6.3,4951,6432,5229,312.64
690,27.11.2016,Diesel,118.9,96.7,91.4,5.3,9688,11519,9365,514.37
691,28.11.2016,Unleaded,129.9,105.6,99.3,6.3,4875,6333,5148,307.84
692,28.11.2016,Diesel,118.9,96.7,91.4,5.3,11104,13203,10734,589.53
693,29.11.2016,Unleaded,129.9,105.6,100.4,5.2,5102,6627,5388,267.10
694,29.11.2016,Diesel,118.9,96.7,92.2,4.5,10713,12738,10356,479.89
695,30.11.2016,Unleaded,129.9,105.6,100.4,5.2,6293,8175,6646,329.34
696,30.11.2016,Diesel,118.9,96.7,92.2,4.5,10525,12515,10175,471.53
697,01.12.2016,Unleaded,129.9,105.6,100.4,5.2,6460,8392,6822,338.20
698,01.12.2016,Diesel,118.9,96.7,92.2,4.5,12700,15101,12277,568.89
699,02.12.2016,Unleaded,129.9,105.6,99.3,6.3,6213,8070,6561,394.72
700,02.12.2016,Diesel,118.9,96.7,91.3,5.4,12996,15453,12563,696.52
701,03.12.2016,Unleaded,129.9,105.6,99.3,6.4,5072,6588,5356,322.36
702,03.12.2016,Diesel,118.9,96.7,91.3,5.4,9716,11553,9392,520.76
703,04.12.2016,Unleaded,129.9,105.6,99.3,6.3,6173,8018,6519,392.26
704,04.12.2016,Diesel,118.9,96.7,91.3,5.4,9646,11470,9325,516.99
705,05.12.2016,Unleaded,129.9,105.6,99.3,6.3,5592,7264,5905,355.23
706,05.12.2016,Diesel,118.9,96.7,91.3,5.4,10303,12251,9960,552.14
707,06.12.2016,Unleaded,129.9,105.6,102.0,3.6,5188,6738,5478,184.87
708,06.12.2016,Diesel,118.9,96.7,93.2,3.5,10492,12476,10143,365.05
709,07.12.2016,Unleaded,129.9,105.6,102.0,3.6,5106,6633,5392,182.00
710,07.12.2016,Diesel,118.9,96.7,93.2,3.5,11383,13535,11004,396.02
711,08.12.2016,Unleaded,129.9,105.6,102.0,3.6,6237,8102,6587,222.39
712,08.12.2016,Diesel,118.9,96.7,93.2,3.5,13395,15927,12949,466.07
713,09.12.2016,Unleaded,129.9,105.6,102.0,3.6,5539,7195,5849,197.44
714,09.12.2016,Diesel,118.9,96.7,93.2,3.5,12955,15404,12523,450.72
715,10.12.2016,Unleaded,129.9,105.6,102.0,3.6,5386,6996,5688,192.03
716,10.12.2016,Diesel,118.9,96.7,93.2,3.5,9816,11671,9489,341.55
717,11.12.2016,Unleaded,129.9,105.6,102.0,3.6,5241,6807,5534,186.82
718,11.12.2016,Diesel,118.9,96.7,93.5,3.1,9945,11825,9614,310.25
719,12.12.2016,Unleaded,129.9,105.6,102.0,3.6,4672,6069,4934,169.84
720,12.12.2016,Diesel,118.9,96.7,93.5,3.1,11253,13381,10878,351.00
721,13.12.2016,Unleaded,129.9,105.6,102.0,3.6,4882,6341,5155,177.41
722,13.12.2016,Diesel,118.9,96.7,93.5,3.1,10567,12565,10215,329.62
723,14.12.2016,Unleaded,129.9,105.6,102.0,3.6,5628,7310,5943,204.47
724,14.12.2016,Diesel,118.9,96.7,93.5,3.1,12867,15299,12438,401.31
725,15.12.2016,Unleaded,129.9,105.6,102.0,3.6,5992,7783,6328,217.78
726,15.12.2016,Diesel,118.9,96.7,93.5,3.1,12198,14504,11792,380.50
727,16.12.2016,Unleaded,129.9,105.6,102.0,3.6,6375,8281,6732,231.75
728,16.12.2016,Diesel,118.9,96.7,93.5,3.1,12793,15211,12366,399.09
729,17.12.2016,Unleaded,129.9,105.6,102.0,3.6,5995,7787,6331,217.90
730,17.12.2016,Diesel,118.9,96.7,93.5,3.1,12537,14907,12119,391.18
731,18.12.2016,Unleaded,129.9,105.6,102.0,3.6,6452,8381,6814,234.47
732,18.12.2016,Diesel,118.9,96.7,95.2,1.4,11733,13951,11342,167.72
733,19.12.2016,Unleaded,129.9,105.6,104.1,1.5,5602,7276,5915,84.87
734,19.12.2016,Diesel,118.9,96.7,95.2,1.4,13702,16292,13245,195.81
735,20.12.2016,Unleaded,131.1,106.6,104.1,2.5,5826,7640,6211,147.23
736,20.12.2016,Diesel,120.9,98.3,95.2,3.1,13209,15975,12988,407.78
737,21.12.2016,Unleaded,132.9,108.0,103.6,4.4,6775,9004,7321,300.16
738,21.12.2016,Diesel,123.9,100.7,95.2,5.5,12016,14888,12104,660.11
739,22.12.2016,Unleaded,132.9,108.0,103.6,4.4,8180,10872,8839,362.49
740,22.12.2016,Diesel,123.9,100.7,95.2,5.5,13137,16277,13233,721.71
741,23.12.2016,Unleaded,132.9,108.0,103.6,4.4,6421,8534,6938,284.50
742,23.12.2016,Diesel,123.9,100.7,95.2,5.5,11034,13671,11115,606.10
743,24.12.2016,Unleaded,132.9,108.0,104.7,3.4,4721,6274,5101,159.04
744,24.12.2016,Diesel,123.9,100.7,96.4,4.3,9284,11503,9352,402.26
745,25.12.2016,Unleaded,132.9,108.0,105.0,3.0,147,196,159,4.50
746,25.12.2016,Diesel,123.9,100.7,96.0,4.8,193,239,194,9.18
747,26.12.2016,Unleaded,132.9,108.0,105.0,3.0,2744,3647,2965,83.75
748,26.12.2016,Diesel,123.9,100.7,96.0,4.8,4363,5406,4395,207.93
749,27.12.2016,Unleaded,132.9,108.0,105.0,3.0,4972,6608,5372,151.68
750,27.12.2016,Diesel,123.9,100.7,96.0,4.8,6604,8183,6653,314.66
751,28.12.2016,Unleaded,132.9,108.0,105.0,3.0,4897,6509,5291,149.44
752,28.12.2016,Diesel,123.9,100.7,96.0,4.8,8182,10138,8242,389.83
753,29.12.2016,Unleaded,132.9,108.0,105.0,3.0,4771,6340,5155,145.55
754,29.12.2016,Diesel,123.9,100.7,96.0,4.8,8583,10634,8646,408.83
755,30.12.2016,Unleaded,132.9,108.0,105.0,3.0,4984,6624,5386,152.07
756,30.12.2016,Diesel,123.9,100.7,96.0,4.8,8227,10193,8287,391.92
757,31.12.2016,Unleaded,132.9,108.0,103.6,4.4,4178,5553,4515,185.12
758,31.12.2016,Diesel,123.9,100.7,95.2,5.5,7370,9132,7425,404.98
